code,name,foreign_name,group_code,group_name,brand,subgroup,uom,sales_uom,price,currency,valid,frozen,sellable,stocked,on_hand,committed,on_order,created,updated,series,warranty,stock_WH-1,stock_WH-2,stock_WH-3,stock_WH-4
K25480,GUANGZHOU Amalgam Pluggers N67 1.0/2.1,ដែកចិន1.5/2.5​ #67,101,Materials,GUANGZHOU,Amalgam Plugger,pcs,pcs,3.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25495,Amalgam Carrier N74 14cm,ដែក កាំភ្លើងចុចប្រាក់ចិន 14cmN 74,101,Materials,GUANGZHOU,Amalgam,pcs,pcs,18.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25500,Gingival Separator N44?-K25500,ដែកបើកអញ្ចាញចិនN44​-K25500,101,Materials,GUANGZHOU,Separator,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25510,GUANGZHOU Periosteal Separator N45 K25510,ដែកបើកអញ្ចាញចិនN45-K25510,101,Materials,GUANGZHOU,Periosteal Separator,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25520,GUANGZHOU Cement Plugger N46 K25520,ដែកចិន N46-K25520,101,Materials,GUANGZHOU,Cement Plugger,pcs,pcs,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25530,GUANGZHOU Crown Remover N73,ដែកកោះធ្មេញស្រោបចិនN73,101,Materials,GUANGZHOU,Crown Remover,pcs,pcs,16.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25531,GUANGZHOU Instrument  K25531,ដែកតូចល្អ K25531,101,Materials,GUANGZHOU,Instruments,pcs,pcs,4.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K25532,GUANGZHOU Instrument  K25532,ដែកតូចល្អ K25532,101,Materials,GUANGZHOU,Instruments,pcs,pcs,4.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26010,Hand Mirror N1 K26010,ដងកញ្ចក់​​ចិន N1 K26010,101,Materials,JINGUANG,Mirror,pcs,pcs,2.2,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26025,Mouth Mirror MICRA #4 K26025,ផ្លែកញ្ចាក់ចិន#4(1x10) k26025,101,Materials,JINGUANG,Mirror,pcs,pcs,1.2,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26035,Mouth Mirror MICRA Magnifying #4,ផ្លែកញ្ចក់ក្នុងមាត់រីក MICRA #4 ​ 10/box,101,Materials,,Mirror,,,10.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26060,Matrix Holder  k26060,ដងម៉ាទ្រីស  k26060,101,Materials,GUANGZHOU,Matrix,pcs,pcs,4.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26070,Metal Needle Tips 11cm  N 68,ដែក ដងម្ជុល11cm  N 68,101,Materials,GUANGZHOU,Needle,pcs,pcs,3.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K26100,GUANGZHOU Spatulas N70-K26100,ដែកប៉ះចិនN70-K26100,101,Materials,GUANGZHOU,Spatulas,pcs,pcs,4.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2,Myobrace K2 Stage 2,Myobrace K2 Stage 2,101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2L,Myobrace K2 Stage 2- L(6--10years),Myobrace K2 Stage 2- L(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2M,Myobrace K2 Stage 2- M(6--10years),Myobrace K2 Stage 2- M(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2MB,Myobrace K2 Stage 2 M Blue,Myobrace K2 Stage 2 M Blue,101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2S,Myobrace K2 Stage 2 -S(6--10years),Myobrace K2 Stage 2 -S(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K2S2SB,Myobrace K2 Stage 2 S Blue,Myobrace K2 Stage 2 S Blue,101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30270,????????? 4.6cm K25030,ដែកតូចល្អ 4.6cm K25030,101,Materials,GUANGZHOU,Instruments,pcs,pcs,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30280,????????? 4.3cm K30280,ដែកតូចល្អ 4.3cm K30280,101,Materials,GUANGZHOU,Instruments,pcs,pcs,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30290,????????? 4.0cm K30290,ដែកតូចល្អ 4.0cm K30290,101,Materials,GUANGZHOU,Instruments,pcs,pcs,8.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30300,????????? 4.8cm K30300,ដែកតូចល្អ 4.8cm K30300,101,Materials,GUANGZHOU,Instruments,pcs,pcs,6.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30310,Ligual Bars K30310 4.3cm,ដែកកោងល្អ 4.3cm K30310,101,Materials,GUANGZHOU,Instruments,pcs,pcs,8.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K30320,Ligual Bars K30320 3.8cm,ដែកកោង 3.8cm K30320,101,Materials,GUANGZHOU,Instruments,pcs,pcs,8.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K3S3L,Myobrace K3 Stage 3- L(6--10years),Myobrace K3 Stage 3- L(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K3S3M,Myobrace K3 Stage 3- M(6--10years),Myobrace K3 Stage 3- M(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K3S3MB,Myobrace K3 Stage 3 M Blue,Myobrace K3 Stage 3 M Blue,101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K3S3S,Myobrace K3 Stage 3- S(6--10years),Myobrace K3 Stage 3- S(6--10years),101,Materials,Myobrace,Myobrace,,,65.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K61210,instruments 16cm K61210,ដែកតូចល្អ 16cm K61210,101,Materials,GUANGZHOU,Instruments,pcs,pcs,56.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
K62040,instruments  K62040,ដែកតូចល្អ  K62040,101,Materials,GUANGZHOU,Instruments,pcs,pcs,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KD9010,Gum Knife KD9010,កាំបិតជៀពុម្ភតូច KD9010,106,Lab Material,JINGUANG,Knife,pcs,pcs,3.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KD9020,Gum Knife KD9020,កាំបិតជៀពុម្ភតូច KD9020,106,Lab Material,JINGUANG,Knife,pcs,pcs,4.3,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KD9030,Gum Knife KD9030,កាំបិតជៀពុម្ភ KD9030,106,Lab Material,JINGUANG,Knife,pcs,pcs,3.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF0621,K-Files  #06-21mm,K-Files  #06-21mm,101,Materials,MANI,Endo File,,,6.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
KF0625,K-Files  #06-25mm,K-Files  #06-25mm,101,Materials,MANI,Endo File,,,6.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
KF0821,MANI K-File 08-21mm,K-Files#08 - 21mm,101,Materials,,K-Files,,,4.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF0825,MANI K-File 08-25mm,K-Files#08 - 25mm,101,Materials,,K-Files,,,4.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF1021,MANI K-File 10-21mm,K-Files  #10-21mm,101,Materials,,K-Files,,,4.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF1025,MANI K-File 10-25mm,K-Files#10 - 25mm,101,Materials,,K-Files,,,4.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF1521,MANI K-File 15-21mm,K-Files#15 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF1525,MANI K-File 15-25mm,K-Files#15 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF154021,MANI K-File 15--40-21mm,K-Files#15--40 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF154025,MANI K-File 15--40-25mm,K-Files#15--40  - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF154028,MANI K-File 15--40-28mm,K-Files#15--40 - 28mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF154031,MANI K-File 15--40-31mm,K-Files#15--40 - 31mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF2021,MANI K-File 20-21mm,K-Files#20 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF2025,MANI K-File 20-25mm,K-Files#20 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF2521,MANI K-File 25-21mm,K-Files#25 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF2525,MANI K-File 25-25mm,K-Files#25 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF3021,MANI K-File 30-21mm,K-Files#30 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF3025,MANI K-File 30-25mm,K-Files#30 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF3521,MANI K-File 35-21mm,K-Files#35 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF3525,MANI K-File 35-25mm,K-Files#35 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF4021,MANI K-File 40-21mm,K-Files#40 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF4025,MANI K-File 40-25mm,K-Files#40 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF4521,MANI K-File 45-21mm,K-Files#45 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF4525,MANI K-File 45-25mm,K-Files#45 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF458021,MANI K-File 45--80-21mm,K-Files#45--80 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF458025,MANI K-File 45--80-25mm,K-Files#45--80 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF5021,MANI K-File 50-21mm,K-Files#50 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF5025,MANI K-File 50-25mm,K-Files#50 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF5521,MANI K-File 55-21mm,K-Files#55 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF5525,MANI K-File 55-25mm,K-Files#55 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF6021,MANI K-File 60-21mm,K-Files#60 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF6025,MANI K-File 60-25mm,K-Files#60 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF7021,MANI K-File 70-21mm,K-Files#70 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF7025,MANI K-File 70-25mm,K-Files#70 - 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF8021,MANI K-File 80-21mm,K-Files#80 - 21mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KF8025,MANI K-File 80-25mm,K-Files#80- 25mm,101,Materials,,K-Files,,,4.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KH0080,GUANGZHOU Burnishers N59 KH0080,ដែកចិនN59-KH0080,101,Materials,GUANGZHOU,Burnishers,pcs,pcs,5.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KK2020,Mouth Mirror #5 KK2020,ផ្លែកញ្ចាប់ចិន#5(1x10) KK2020,101,Materials,JINGUANG,Mirror,pcs,pcs,1.3,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KKK,KKK Gypsum 1Kg,Stiff Stone KKK 1kg,106,Lab Material,JINGUANG,Gypsum,Package,Package,2.0,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KLE090,Suction Metal Pipe KLE090,ទុយោអ៊ីណុក KLE090,101,Materials,Italian,Ejector,pcs,pcs,16.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001569K2,Komet Steel Burs Cutter 1.104.005,1.104.005 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001570K2,Komet Steel Burs Cutter 1.104.006,1.104.006 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001571K2,Komet Steel Burs Cutter 1.104.007,1.104.007 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001572K2,Komet Steel Burs Cutter 1.104.008,1.104.008 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001573K2,Komet Steel Burs Cutter 1.104.009,1.104.009 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001574K2,Komet Steel Burs Cutter 1.104.010,1.104.010 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001575K2,Komet Steel Burs Cutter 1.104.012,1.104.012 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001576K2,Komet Steel Burs Cutter 1.104.014,1.104.014 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001577K2,Komet Steel Burs Cutter 1.104.016,1.104.016 STEElBURS,101,Materials,,Steel Burs,,,2.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM001578K2,Komet Steel Burs Cutter 1.104.018,1.104.018 STEElBURS,101,Materials,,Steel Burs,,,2.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM002139K1,Komet Steel Burs Cutter 38.104.006,38.104.006 STEElBURS,101,Materials,,Steel Burs,,,3.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM002140K2,Komet Steel Burs Cutter 38.104.007,38.104.007 STEElBURS,101,Materials,,Steel Burs,,,3.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM002141K2,Komet Steel Burs Cutter 38.104.008,38.104.008 STEElBURS,101,Materials,,Steel Burs,,,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM002142K2,Komet Steel Burs Cutter 38.104.009,38.104.009 STEElBURS,101,Materials,,Steel Burs,,,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM002143K2,Komet Steel Burs Cutter 38.104.010,38.104.010 STEElBURS,101,Materials,,Steel Burs,,,3.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003264K1,Komet Steel Burs Cutter 203.104.005,203.104.005 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003265K1,Komet Steel Burs Cutter 203.104.006,203.104.006 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003266K1,Komet Steel Burs Cutter 203.104.007,203.104.007 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003267K1,Komet Steel Burs Cutter 203.104.008,203.104.008 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003268K1,Komet Steel Burs Cutter 203.104.009,203.104.009 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM003269K1,Komet Steel Burs Cutter 203.104.010,203.104.010 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM004499K2,Komet Diamond Bur 859.314.010,859.314.010 ពេជ្រហាយស្ពីត 1=5pcs,101,Materials,KOMET,Diamond Burs,pcs,pcs,3.75,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM00526985,KM Diamond Bur 881.314.012,881.314.012 ផ្លែពេជ្រហាយស្ពីត,101,Materials,KOMET,Diamond Bur,pcs,pcs,3.75,USD,1,0,1,1,300000.0,0.0,0.0,2026-07-09,2026-08-04,,,100000.0,100000.0,100000.0,0.0
KM00529097,KOMET Diamond Bur 878.314.014,878.314.014 ផ្លែពេជ្រហាយស្ពីត 1=5pcs,101,Materials,KOMET,Diamond Bur,pcs,pcs,4.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM007024R1,Komet Reamer File 17121.654.015,17121.654.015 Reamer 21mm,101,Materials,KOMET,Reamer,Packs,Packs,12.6,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM011839K1,Komet Steel Burs Cutter 253W.104.009,253W.104.009 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM011841K1,Komet Steel Burs Cutter 253W.104.010,253W.104.010 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM011843K1,Komet Steel Burs Cutter 253W.104.012,253W.104.012 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM011845K1,Komet Steel Burs Cutter 253W.104.014,253W.104.014 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM011847K1,Komet Steel Burs Cutter 253W.104.016,253W.104.016 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM016923K1,Komet Steel Burs Cutter 1.104.011,1.104.011 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM016925K0,Komet Steel Burs Cutter 1.104.013,1.104.013 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM016927K1,Komet Steel Burs Cutter 1.104.015,1.104.015 STEElBURS,101,Materials,,Steel Burs,,,2.7,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM016929K1,Komet Steel Burs Cutter 1.104.017,1.104.017 STEElBURS,101,Materials,,Steel Burs,,,2.8,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM018398K2,Komet Diamond Bur 858.314.010,858.314.010 ពេជ្រហាយស្ពីត Komet,101,Materials,KOMET,Diamond Burs,pcs,pcs,3.75,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-29,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM023550K1,Komet Steel Burs Cutter 253W.104.011,253W.104.011 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM023552K1,Komet Steel Burs Cutter 253W.104.013,253W.104.013 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
KM023554K1,Komet Steel Burs Cutter 253W.104.015,253W.104.015 STEElINSTRUMENTS,101,Materials,,Steel Burs,,,7.5,USD,1,0,1,1,300000.0,0.0,0.0,2026-06-27,2026-07-14,,,100000.0,100000.0,100000.0,0.0
